datetime,file_path,VWH$,VCMX,VTP$,WDIR,WSPD,GSPD,ATMS,DRYT,SSTP
2016-04-28 14:00:00,Output\0428_1400\20160428140000ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:02,Output\0428_1400\20160428140002ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:03,Output\0428_1400\20160428140003ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:04,Output\0428_1400\20160428140004ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:05,Output\0428_1400\20160428140005ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:07,Output\0428_1400\20160428140007ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:08,Output\0428_1400\20160428140008ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:09,Output\0428_1400\20160428140009ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:11,Output\0428_1400\20160428140011ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:12,Output\0428_1400\20160428140012ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:13,Output\0428_1400\20160428140013ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:15,Output\0428_1400\20160428140015ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
2016-04-28 14:00:16,Output\0428_1400\20160428140016ocm.png,0.20000000000000004,0.4000000000000001,3.6,257.6666666666667,3.733333333333333,4.433333333333334,1017.1,12.200000000000001,12.5
